113929,Piutang dari penjualan Aset lainnya - BLU,,,
113991,Piutang dari kegiatan non operasional lainnya - BLU,,,
114111,Belanja Pegawai Dibayar Dimuka (prepaid),,,
114116,Belanja Hibah Dibayar Dimuka (prepaid),,,
114117,Belanja Subsidi Dibayar Dimuka (prepaid),,,
114118,Belanja Bantuan Sosial Dibayar Dimuka (prepaid),,,
114211,Investasi dalam Surat Perbendaharaan  Negara,,,
114311,Pendapatan PNBP Yang Masih Harus Diterima,,,
114319,Investasi Lainnya - BLU,,,
114911,Investasi Jangka Pendek Lainnya,,,
115111,Barang Konsumsi,,,
115112,Amunisi,,,
115113,Bahan untuk Pemeliharaan,,,
115114,Suku Cadang,,,
115121,"Pita Cukai, Materai dan Leges",,,
115122,Tanah Bangunan untuk dijual atau diserahkan kepada Masyarakat,,,
115123,Hewan dan Tanaman untuk dijual atau diserahkan kepada Masyarakat,,,
115124,Peralatan dan Mesin untuk dijual atau diserahkan kepada Masyarakat,,,
115125,"Jalan, Irigasi dan Jaringan untuk diserahkan kepada Masyarakat",,,
115126,Aset Tetap Lainnya untuk diserahkan kepada Masyarakat,,,
115127,Aset Lain-Lain untuk diserahkan kepada Masyarakat,,,
115128,Barang Persediaan Lainnya untuk Dijual/Diserahkan ke Masyarakat,,,
115131,Bahan Baku,,,
115132,Barang dalam Proses,,,
115191,Persediaan untuk tujuan strategis/berjaga - jaga,,,
115192,Persediaan Barang Hasil Sitaan,,,
115199,Persediaan Lainnya,,,
115211,Persediaan BLU Pelayanan Kesehatan,,,
115212,Persediaan BLU Pelayanan Pendidikan,,,
115213,Persediaan BLU penunjang Konstruksi,,,
115214,Persediaan BLU Penyedia Jasa Telekomunikasi,,,
115219,Persediaan BLU Penyedia Barang dan Jasa Lainnya,,,
115221,Persediaan BLU Pengelola Kawasan Otorita,,,
115222,Persediaan BLU Pengelola Kawasan Ekonomi Terpadu,,,
115229,Persediaan BLU Pengelola Kawasan Lainnya,,,
115231,Piutang Transfer ke Daerah,,,
115232,Piutang Dana Desa,,,
115239,Piutang Transfer ke Daerah dan Dana Desa Lainnya,,,
115524,Piutang Jasa Bank Penerusan Pinjaman,,,
115525,Piutang Biaya Lain-lain Penerusan Pinjaman,,,
115526,Piutang Denda atas Keterlambatan Penyampaian Laporan oleh debitur Penerusan Pinjaman,,,
115531,Piutang Bunga Penerusan Pinjaman Penyesuaian,,,
115532,Piutang Denda Penerusan Penerusan Pinjaman Penyesuaian,,,
115591,Suspen Bagian Lancar Piutang Penerusan Pinjaman,,,
,,,,
Hal :,4,,,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
115592,Suspen Piutang Bunga PP,,,
115593,Suspen Piutang Denda PP,,,
115594,Suspen Piutang Jasa Bank PP,,,
115595,Suspen Piutang Biaya Lain2 PP,,,
115613,Piutang dari Uang Persediaan yang  akan Diterima,,,
115912,Piutang Bunga Kredit Pemerintah (KUMK),,,
115913,Piutang Denda Keterlambatan Bunga KUMK,,,
115914,Piutang Denda Penyaluran KUMK,,,
115915,Piutang Denda atas Keterlambatan Penyampaian Laporan oleh debitur Kredit Pemerintah,,,
(KUMK),,,,
115921,Bagian Lancar Piutang Penjaminan Pemerintah,,,
116118,Penyisihan Piutang Tidak Tertagih - Piutang Pajak Perdagangan Internasional,,,
116243,Penyisihan Piutang Tidak Tertagih - Bagian Lancar Piutang Jangka Panjang Penanggulangan,,,
Lumpur Sidoarjo,,,,
116261,Penyisihan Piutang Tidak Tertagih - Bagian Lancar Piutang Penjaminan Pemerintah,,,
116411,Penyisihan Piutang Penerusan Pinjaman,,,
116412,Penyisihan Piutang RDI,,,
116511,Penyisihan Piutang Kredit Pemerintah Bidang Perkebunan,,,
116512,Penyisihan Piutang Kredit Investasi Pemerintah,,,
117122,Tanah bangunan untuk dijual atau diserahkan kepada Masyarakat/Pemda,,,
117124,Peralatan dan mesin untuk dijual atau diserahkan kepada Masyarakat/Pemda,,,
117125,"Jalan, Irigasi dan jaringan untuk diserahkan kepada Masyarakat/Pemda",,,
117129,Persediaan Lainnya Untuk Diserahkan Kepada Masyarakat - Dalam Proses,,,
117141,Persediaan dalam Rangka Bantuan Sosial,,,
117191,Persediaan untuk Tujuan Strategis/Berjaga-jaga,,,
118112,Piutang PFK 2% Pensiunan PNS,,,
118114,Piutang PFK 8% Gaji,,,
118116,Piutang PFK 2 % Pensiunan TNI/PNS Kemhan dan Polri/PNS Polri,,,
118117,Piutang PFK 3 % Iuran Jaminan Kesehatan,,,
118121,Piutang PFK Wesel Pemerintah,,,
118211,Piutang Pengembalian Escrow Pajak,,,
118221,Piutang Pengembalian Escrow PNBP,,,
12,INVESTASI JANGKA PANJANG,,,
121111,Rekening Dana Investasi,,,
121112,Rekening Pembangunan Daerah,,,
121211,Dana Restrukturisasi Perbankan,,,
121311,Program Kemitraan (PK),,,
121321,Dana Bergulir Kementerian Negara/Lembaga,,,
121331,Dana Bergulir Lainnya,,,
121411,Investasi dalam Obligasi,,,
121511,Penyertaan Modal Pemerintah dalam Proyek Pembangunan,,,
121611,Investasi BLU Pelayanan Kesehatan - Non Permanen,,,
121613,Investasi BLU Pelayanan Pendidikan - Non Permanen,,,
121614,Investasi BLU Penunjang Konstruksi - Non Permanen,,,
121615,Investasi BLU Penyedia Jasa Telekomunikasi - Non Permanen,,,
121619,Investasi BLU Penyedia Barang dan Jasa Lainnya - Non Permanen,,,
121621,Investasi BLU Pengelola Kawasan Otorita - Non Permanen,,,
121622,Investasi BLU Pengelola Kawasan Ekonomi Terpadu - Non Permanen,,,
121629,Investasi BLU Pengelola Kawasan Lainnya - Non Permanen,,,
121631,Investasi BLU Pengelola Dana Investasi - Non Permanen,,,
121632,Investasi BLU Pengelola Dana Bergulir - Non Permanen,,,
,,,,
Hal :,5,,,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
121639,,Investasi BLU Pengelola Dana Lainnya - Non Permanen,,
121911,Investasi Non Permanen Lainnya,,,
122111,,Penyertaan Modal Pemerintah pada Persero,,
122112,,Penyertaan Modal Pemerintah pada PERUM,,
122121,Penyertaan Modal Luar Negeri,,,
122131,,Penyertaan Modal Pemerintah pada Badan Usaha Lainnya,,
122211,,Investasi BLU Pelayanan Kesehatan - Permanen,,
122212,,Investasi BLU Pelayanan Pendidikan - Permanen,,
122213,,Investasi BLU Penunjang Konstruksi - Permanen,,
122214,,Investasi BLU Penyedia Jasa Telekomunikasi - Permanen,,
122219,,Investasi BLU Penyedia Barang dan Jasa Lainnya - Permanen,,
122221,,Investasi BLU Pengelola Kawasan Otorita - Permanen,,
122222,,Investasi BLU Pengelola Kawasan Ekonomi Terpadu - Permanen,,
122223,,Investasi BLU Pengelola Kawasan Lainnya - Permanen,,
122231,,Investasi BLU Pengelola Dana Investasi - Permanen,,
122232,,Investasi BLU Pengelola Dana Bergulir - Permanen,,
122239,,Investasi BLU Pengelola Dana Lainnya - Permanen,,
122911,Investasi dalam Obligasi,,,
122912,Investasi pada Otorita,,,
122919,Investasi Lain-lain,,,
ASET TETAP,,,,
131111,Tanah,,,
131211,Tanah Sebelum Disesuaikan,,,
131311,Peralatan dan Mesin,,,
131411,,Peralatan dan Mesin Sebelum Disesuaikan,,
131511,Gedung dan Bangunan,,,
131611,,Gedung dan Bangunan Sebelum Disesuaikan,,
131711,Jalan dan Jembatan,,,
131712,Irigasi,,,
131713,Jaringan,,,
131811,,Jalan dan Jembatan Sebelum Disesuaikan,,
131812,Irigasi Sebelum Disesuaikan,,,
131813,Jaringan Sebelum Disesuaikan,,,
131911,Aset Tetap dalam Renovasi,,,
131921,Aset Tetap Lainnya,,,
132111,Konstruksi Dalam pengerjaan,,,
132411,,Peralatan dan Mesin Sebelum Disesuaikan - BLU,,
133111,,Akumulasi Penyusutan Peralatan dan Mesin,,
133211,,Akumulasi Penyusutan Gedung dan Bangunan,,
133311,,Akumulasi Penyusutan Jalan dan Jembatan,,
133312,,Akumulasi Penyusutan Jaringan dan Irigasi,,
133411,,Akumulasi Penyusutan Aset Tetap Lainnya,,
134411,,"Jalan, Irigasi dan Jaringan Sebelum Disesuaikan",- BLU,
135111,Aset Tetap Renovasi,,,
135211,Peralatan dan Mesin - BLU,,,
135221,,Akumulasi Penyusutan Peralatan dan Mesin - BLU,,
135311,Gedung dan Bangunan - BLU,,,
135321,,Akumulasi Penyusutan Gedung dan Bangunan - BLU,,
135411,"Jalan, Irigasi, dan Jaringan - BLU",,,
135421,,"Akumulasi Penyusutan Jalan,Irigasi dan Jaringan - BLU",,
135511,Aset Tetap Lainnya,- BLU,,
,,,,
Hal :,6,,,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
135521,Akumulasi Penyusutan Aset Tetap Lainnya - BLU,,,
135611,Konstruksi Dalam Pengerjaan Badan Layanan Umum,,,
136211,Konstruksi Dalam Pengerjaan - BLU,,,
14,,DANA CADANGAN,,
141111,Dana Cadangan,,,
15,ASET LAINNYA,,,
151111,Tagihan Penjualan Angsuran,,,
151211,Tagihan Tuntutan Perbendaharaan/Tuntutan Ganti Rugi,,,
151311,Tagihan Penjualan Angsuran-Badan Layanan Umum,,,
151411,Tagihan Tuntutan Perbendaharaan/Tuntutan Ganti Rugi-Badan Layanan Umum,,,
151511,Piutang Jangka Panjang atas Kredit Pemerintah KUT-TP 1999/2000,,,
151512,Piutang Jangka Panjang atas Kredit Pemerintah Dana Cadangan KUT-TP,,,
151513,Piutang Jangka Panjang atas Kredit Pemerintah KKop Pangan MP2000,,,
151514,Piutang Jangka Panjang atas Kredit Pemerintah PIR dan UPP Perkebunan,,,
151521,Piutang Jangka Panjang atas Kredit Investasi Pemerintah,,,
151611,Piutang Jangka Panjang Penerusan pinjaman,,,
151612,Aset Lainnya RDI,,,
152111,Piutang Tagihan Tuntutan Perbendaharaan/ Tuntutan Ganti Rugi,,,
152211,Piutang Tagihan Tuntutan Perbendaharaan/ Tuntutan Ganti Rugi-Badan Layanan Umum,,,
153111,Goodwill,,,
153119,Piutang Transito Pengalihan Penerusan Pinjaman,,,
153121,Hak Cipta,,,
153131,Royalti,,,
153141,Paten,,,
153151,Software,,,
153161,Lisensi,,,
153171,Hasil Kajian/Penelitian,,,
153191,Suspen Piutang Jangka Panjang Penerusan Pinjaman,,,
153211,Software-Badan Layanan Umum,,,
153221,Hak Cipta BLU,,,
153231,Royalti BLU,,,
153241,Paten BLU,,,
153291,Aset Tak Berwujud Lainnya-Badan Layanan Umum,,,
154111,Aset Lain-lain,,,
154112,Aset Tetap yang tidak digunakan dalam operasi pemerintahan,,,
154116,Piutang yang belum tertagih (unbilled) atas Kredit Pemerintah (KUMK),,,
154121,TP BPPN,,,
154122,Aset Pada PT Perusahaan Pengelola Aset,,,
154123,Aset Pada Pertamina,,,
154124,Aset Pada Kontraktor Kontrak Kerja Sama (KKSK),,,
154131,Piutang Jangka Panjang atas Penjaminan Pemerintah,,,
154211,Rekening Khusus,,,
154212,Cadangan Dana Reboisasi,,,
154213,Cadangan Dana Subsidi/PSO,,,
154214,Cadangan Dana Bagi Hasil SDA,,,
154215,Dana untuk Penyertaan Modal Negara (PMN),,,
154216,Rekening Jaminan,,,
154217,DAU yang belum dibagi,,,
154218,Dana pada Bapertarum,,,
154219,Dana lainnya,,,
154221,Trust Fund Aceh Nias,,,
,,Hal :,7,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
154222,RANTF,,,
154223,ReKOMPAK,,,
154224,Dana Beasiswa,,,
154231,Kas di Rekening Retur pada Kantor Pusat BO I atau Kantor Cabang yang ditunjuk,,,
154232,Kas di Rekening Retur di Bank Operasional,,,
154233,Kas di Rekening Retur pada Kantor Cabang Bank Indonesia,,,
154234,Kas di Rekening Penampungan Retur pada Kantor Pusat Bank Indonesia (rekening RPR),,,
154311,Dana Penjaminan,,,
154411,Aset Lain-lain-Badan Layanan Umum,,,
154412,Aset Tetap yang tidak digunakan dalam operasi pemerintahan,,,
154413,Kas BLU yang dibatasi Penggunaannya,,,
154511,Dana Kelolaan BLU yang belum digulirkan/diinvestasikan,,,
154611,Aset Lainnya Reklasifikasi dari Kas di Bendahara Pengeluaran,,,
155121,Piutang Jangka Panjang Penanggulangan Lumpur Sidoarjo,,,
155411,Penyisihan Piutang Penerusan Pinjaman,,,
155412,Penyisihan Piutang RDI,,,
155511,Penyisihan Piutang Kredit Pemerintah Bidang Perkebunan,,,
155512,Penyisihan Piutang Kredit Investasi  Pemerintah,,,
156621,Penyisihan Piutang Tidak Tertagih - Penjaminan Pemerintah,,,
156921,Penyisihan Piutang Tidak Tertagih- Piutang Jangka Panjang Penanggulangan Lumpur Sidoarjo,,,
156931,Bagian Lancar Piutang Jangka Panjang Penanggulangan Lumpur Sidoarjo,,,
163211,Kas Besi di Perwakilan RI di Luar Negeri,,,
164111,Dana Cadangan Penjaminan,,,
169212,Akumulasi Penyusutan Aset Tetap yang Tidak Digunakan dalam Operasi Pemerintahan Badan,,,
,Layanan Umum,,,
21,KEWAJIBAN JANGKA PENDEK,,,
211111,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) 10% Gaji,,,
211112,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) 2% Pensiunan PNS,,,
211113,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Beras Bulog,,,
211114,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) 8% Gaji,,,
211115,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Tabungan Wajib Perumahan,,,
211116,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) 2 % Pensiunan TNI/PNS Kemhan dan Polri/PNS,,,
,Polri,,,
211117,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) 3 % Iuran Jaminan Kesehatan,,,
211118,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) 2 % Asuransi Kesehatan Bidan/Dokter PTT,,,
211119,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Lain-lain,,,
211121,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Dana Tabungan Pesangon Tenaga Kerja,,,
,Pemborong Minyak dan Gas Bumi (PFK DTP Migas),,,
211122,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Penutupan Rekening,,,
211123,Utang Perwalian/Perhitungan Fihak Ketiga Wesel Pemerintah,,,
211141,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Dana Tabungan Pesangon Tenaga Kerja,,,
,Pemborong Minyak dan Gas Bumi (PFK DTP Migas),,,
211142,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Penutupan Rekening,,,
211161,Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Setoran Pajak Rokok,,,
211211,Belanja pegawai yang masih harus dibayar,,,
211212,Belanja barang yang masih harus dibayar,,,
211213,Belanja modal yang masih harus dibayar,,,
211214,Belanja hibah yang masih harus dibayar,,,
211215,Belanja bantuan sosial yang masih harus dibayar,,,
211216,Belanja bunga yang masih harus dibayar,,,
211217,Belanja subsidi yang masih harus dibayar,,,
,Hal :,8,,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
211218,Belanja lain-lain yang masih harus dibayar,,,
211221,Transfer dana perimbangan yang masih harus dibayar,,,
211222,Transfer dana otonomi khusus dan penyesuaian yang masih harus dibayar,,,
211231,Utang kepada Pihak Ketiga BLU,,,
211291,Utang kepada Pihak Ketiga Lainnya,,,
211311,Utang Kelebihan Bayar Pajak PPh,,,
211312,Utang Kelebihan Bayar Pajak PPN/PPnBM,,,
211313,Utang Kelebihan Bayar Cukai,,,
211314,Utang Kelebihan Bayar Pajak PBB,,,
211315,Utang Kelebihan Bayar Pajak BPHTB,,,
211316,Utang Kelebihan Bayar Bea Masuk,,,
211317,Utang Kelebihan Bayar Bea Keluar,,,
211321,Utang  Kelebihan pembayaran Pendapatan Sumber Daya Alam,,,
211322,Utang  Kelebihan pembayaran Pendapatan Bagian Laba BUMN,,,
211323,Utang Kelebihan pembayaran Pendapatan Non Pajak Lainnya,,,
211411,Bagian Lancar Utang Jangka Panjang Luar Negeri,,,
211412,Bagian Lancar Utang Jangka Panjang Dalam Negeri,,,
211421,Bagian Lancar Obligasi Negara dalam Rupiah,,,
211431,Bagian Lancar Obligasi Negara dalam Valuta Asing,,,
211441,Bagian Lancar Surat Berharga Syariah Negara dalam Rupiah,,,
211451,Bagian Lancar Surat Berharga Syariah Negara dalam Valuta Asing,,,
211511,Utang Bunga Luar Negeri,,,
211512,Utang Bunga Dalam Negeri,,,
211513,Utang Bunga-Pinjaman Dalam Negeri,,,
211521,Discount Surat Perbendaharaan Negara dalam Rupiah,,,
211522,Discount Bagian Lancar Obligasi Negara dalam Rupiah,,,
211523,Discount Surat Perbendaharaan Negara dalam Valuta Asing,,,
211524,Discount Bagian Lancar Obligasi Negara dalam Valuta asing,,,
211531,Premium Bagian Lancar Obligasi Negara Rupiah.,,,
211532,Premium Bagian Lancar Obligasi Negara valuta Asing,,,
211611,Utang Subsidi,,,
211711,Surat Perbendaharaan Negara dalam Rupiah,,,
211712,Utang Obligasi Negara dalam Rupiah,,,
211721,Surat Perbendaharaan Negara dalam Valuta Asing,,,
211731,Surat Berharga Syariah Negara dalam Rupiah,,,
211732,Surat Perbendaharaan Negara Syariah,,,
211741,Surat Berharga Syariah Negara dalam valuta asing,,,
211811,Pendapatan Sewa Diterima Dimuka,,,
211819,Pendapatan Bukan pajak lainnya Diterima Dimuka,,,
212111,Uang Muka Rekening Khusus,,,
212116,Belanja Pembayaran Kewajiban Utang Yang Masih Harus Dibayar,,,
212137,Pengeluaran pembiayaan lain-lain yang masih harus dibayar,,,
212146,Utang kepada Pihak Ketiga-Pajak Rokok,,,
212151,Utang Pihak Ketiga - Fee Penjualan Migas Bagian Negara,,,
212154,Utang Pihak Ketiga Migas-Lainnya,,,
212158,Utang Pihak Ketiga Migas Transito,,,
212159,Utang Pihak Ketiga Migas - Fee Penjualan Migas Bagian Negara,,,
212169,Utang Pihak Ketiga Non Migas Transito,,,
212191,Utang kepada Pihak Ketiga Lainnya,,,
212211,Uang Muka dari KUN,,,
212221,Uang Muka dari Kementerian Negara/Lembaga,,,
,,,,
Hal :,9,,,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
212311,Uang Muka dari KPPN,,,
212411,Pendapatan Yang Ditangguhkan,,,
212511,Utang Kepada KUN,,,
212521,Utang Kepada kas BLU,,,
212811,Utang Kepada RPL,,,
212911,Utang Jangka Pendek Perbankan,,,
212912,Dana yang akan diserahkan kepada BLU Bidang Pendidikan,,,
212919,Utang Jangka Pendek Lain-lain,,,
213125,Discount Surat Perbendaharaan Negara Syariah dalam Rupiah,,,
213126,Discount Bagian Lancar Surat Berharga Syariah Negara dalam Rupiah,,,
213127,Discount Bagian Lancar Surat Berharga Syariah Negara dalam Valuta Asing,,,
213128,Discount Surat Perbendaharaan Negara Syariah dalam Valuta Asing,,,
213133,Premium Surat Berharga Syariah Negara dalam Rupiah,,,
